time,x,y
0.0,5.0,2.0
0.04008016032064128,5.170819883886065,2.0
0.08016032064128256,5.34163976777213,2.0
0.12024048096192384,5.512459651658195,2.0
0.16032064128256512,5.68327953554426,2.0
0.2004008016032064,5.854099419430325,2.0
0.24048096192384769,6.0,1.9856890469348385
0.280561122244489,6.0,1.8875885779990977
0.32064128256513025,6.0,1.7894881090633568
0.3607214428857715,6.0,1.691387640127616
0.4008016032064128,6.0,1.5932871711918752
0.4408817635270541,6.0,1.486957402635815
0.48096192384769537,6.0,1.2211344709052312
0.5210420841683366,6.0,0.9702026725030878
0.561122244488978,6.0,0.7929575222635012
0.6012024048096192,6.0,0.615712372023915
0.6412825651302605,6.218307951153709,0.5
0.6813627254509018,6.847143942681891,0.5
0.721442885771543,7.014440252184216,0.0
0.7615230460921844,7.054942958110545,0.0
0.8016032064128256,7.095445664036873,0.0
0.8416833667334669,7.135948369963202,0.0
0.8817635270541082,7.176451075889531,0.0
0.9218436873747494,7.216953781815859,0.0
0.9619238476953907,7.257456487742188,0.0
1.002004008016032,7.297959193668516,0.0
1.0420841683366733,7.338461899594845,0.0
1.0821643286573146,7.378964605521174,0.0
1.122244488977956,7.4194673114475025,0.0
1.1623246492985972,7.4599700173738315,0.0
1.2024048096192383,7.50047272330016,0.0
1.2424849699398797,7.540975429226489,0.0
1.282565130260521,7.581478135152817,0.0
1.3226452905811623,7.621980841079146,0.0
1.3627254509018036,7.662483547005475,0.0
1.4028056112224447,7.702986252931803,0.0
1.442885771543086,7.743488958858132,0.0
1.4829659318637274,7.78399166478446,0.0
1.5230460921843687,7.824494370710789,0.0
1.56312625250501,7.864997076637117,0.0
1.6032064128256511,7.905499782563446,0.0
1.6432865731462925,7.946002488489774,0.0
1.6833667334669338,7.986505194416103,0.0
1.723446893787575,7.913794117350782,0.0
1.7635270541082164,7.7845144817703975,0.0
1.8036072144288577,7.655234846190014,0.0
1.8436873747494988,7.525955210609631,0.0
1.8837675350701402,7.3966755750292466,0.0
1.9238476953907815,7.267395939448862,0.0
1.9639278557114228,7.138116303868479,0.0
2.004008016032064,7.008836668288096,0.0
2.0440881763527052,6.196520070196723,0.0
2.0841683366733466,6.48360712751231,0.0
2.124248496993988,6.770694184827897,0.0
2.164328657314629,7.067593168068161,0.0
2.2044088176352705,7.403430941633827,0.0
2.244488977955912,7.739268715199493,0.0
2.284569138276553,8.089331671221972,0.0
2.3246492985971945,8.48877717939761,0.0
2.3647294589178354,8.888222687573245,0.0
2.4048096192384767,9.284924521092378,0.0
2.444889779559118,9.680560263247191,0.0
2.4849699398797593,10.042558297309846,0.0
2.5250501002004007,10.263535544767796,0.0
2.565130260521042,10.484512792225749,0.0
2.6052104208416833,10.7054900396837,0.0
2.6452905811623246,10.926467287141651,0.0
2.685370741482966,10.923697127048806,0.0
2.7254509018036073,10.809340912464954,0.0
2.7655310621242486,10.6949846978811,0.0
2.8056112224448895,10.580628483297248,0.0
2.845691382765531,10.466272268713395,0.0
2.885771543086172,10.351916054129543,0.0
2.9258517034068134,10.237559839545689,0.0
2.9659318637274548,10.123203624961835,0.0
3.006012024048096,10.008847410377982,0.0
3.0460921843687374,10.833796095005683,0.16620390499431628
3.0861723446893787,10.404038630377814,0.5959613696221858
3.12625250501002,9.979173753444654,1.0
3.1663326653306614,9.631170619619832,1.0
3.2064128256513023,9.283167485795014,1.0
3.2464929859719436,9.028204734445557,1.0
3.286573146292585,9.1795926865061,1.0
